Column2,name,upjong,address_x,category,평점_건수,평점_합계,평점_평균,평점_표준편차,Latitude,Longitude,상태
73,후카후카,한식,"제주특별자치도 제주시 애월읍 항파두리로 148, 1층",애월읍,10,48,4.8,0.349602949,33.4520718,126.4077366,정좌표
74,요시노,일식,"제주특별자치도 제주시 애월읍 고성남서길 7, 1층",애월읍,10,40,4,1.870828693,33.4285926,126.4220938,정좌표
75,따뜻한밥상,한식,"제주특별자치도 제주시 애월읍 곽지1길 3-2, 1층",애월읍,9,41,4.555555556,1.333333333,33.446402,126.305155,정좌표
76,칠사돈한담점,한식,"제주특별자치도 제주시 애월읍 애월로 37, 1층",애월읍,106,451,4.254716981,1.392574326,33.4621883,126.3123305,정좌표
77,마농애월점,한식,"제주특별자치도 제주시 애월읍 애월해안로 881, 1층",애월읍,2,10,5,0,33.4782235,126.3665625,정좌표
78,애월국수,한식,"제주특별자치도 제주시 애월읍 애월로 106-1, 1층 제1호",애월읍,18,80.5,4.472222222,0.84839333,33.4644349,126.318555,정좌표
79,바삭애월해안도로점,기타,"제주특별자치도 제주시 애월읍 애월해안로 724, 1층",애월읍,121,524.5,4.334710744,1.015275886,33.4840035,126.3782131,정좌표
80,탐라해동밥상,한식,"제주특별자치도 제주시 애월읍 광상로 323-16, 1층",애월읍,24,113,4.708333333,0.750603622,33.4425732,126.3989656,정좌표
81,제주갈매기,한식,"제주특별자치도 제주시 애월읍 하광로 17, 1층",애월읍,10,47.5,4.75,0.424918293,33.4621944,126.4227085,정좌표
82,잇수다,경양식,"제주특별자치도 제주시 애월읍 고내로7길 46-1, 1층",애월읍,10,50,5,0,33.466902,126.3376403,정좌표
83,홀가분가든,한식,"제주특별자치도 제주시 애월읍 광령중길 133-2, 1층",애월읍,8,36.5,4.5625,0.495515604,33.4538948,126.4351433,정좌표
84,산들촌,한식,"제주특별자치도 제주시 애월읍 평화로 2751, 1층",애월읍,2,8.5,4.25,0.353553391,33.4222395,126.4092532,정좌표
85,화돗,기타,"제주특별자치도 제주시 애월읍 하광로 15, 1층",애월읍,9,40,4.444444444,1.488380925,33.4621944,126.4227085,정좌표
86,칠사돈,한식,"제주특별자치도 제주시 애월읍 애월해안로 906, 1층",애월읍,10,50,5,0,33.4847302,126.3921125,정좌표
87,임순이네,한식,"제주특별자치도 제주시 애월읍 곽지1길 26-7, 1층 제3호",애월읍,10,47.5,4.75,0.424918293,33.4488627,126.3042586,정좌표
88,신제주촌오리,한식,제주특별자치도 제주시 애월읍 가문동길 27-6,애월읍,10,48,4.8,0.421637021,33.4848359,126.3930326,정좌표
89,가호,한식,"제주특별자치도 제주시 애월읍 가문동상2길 35, 가동 1층",애월읍,8,38.5,4.8125,0.372011905,33.4853633,126.3906957,정좌표
90,모립,기타,"제주특별자치도 제주시 애월읍 애월로1길 26-7, 1층",애월읍,10,44,4.4,1.41027972,33.4629939,126.3097778,정좌표
91,디오라제,기타,"제주특별자치도 제주시 애월읍 애월해안로 554-8, 오렌지힐 1층",애월읍,8,34.5,4.3125,1.361131357,33.4775969,126.3629091,정좌표
92,애월플라워하물,기타,"제주특별자치도 제주시 애월읍 애월해안로 58, 1~2층",애월읍,6,27.5,4.583333333,0.801040989,33.4782235,126.3665625,정좌표
93,애월프렌즈,경양식,"제주특별자치도 제주시 애월읍 신엄안2길 34, 1층",애월읍,6,24.5,4.083333333,0.49159604,33.4755071,126.3685627,정좌표
94,로뎀애가든,한식,"제주특별자치도 제주시 애월읍 애월항로 17, 2층",애월읍,10,49.5,4.95,0.158113883,33.4638695,126.3265501,정좌표
95,에이엠11,한식,"제주특별자치도 제주시 애월읍 애월해안로 720, 1~2층",애월읍,10,39.5,3.95,0.643341969,33.4839595,126.377939,정좌표
96,제주반딧불한담애월점,한식,"제주특별자치도 제주시 애월읍 애월로1길 24-11, 1층",애월읍,10,46.5,4.65,0.668746755,33.4624642,126.3102678,정좌표
97,만지식당,한식,"제주특별자치도 제주시 애월읍 고내로 13-1, 1층",애월읍,10,35.5,3.55,1.847671207,33.4632506,126.3389717,정좌표
98,죽성오리,한식,제주특별자치도 제주시 애월읍 하귀11길 3-11,애월읍,3,14,4.666666667,0.577350269,33.4830763,126.4136997,정좌표
99,문개항아리애월점,한식,제주특별자치도 제주시 애월읍 가문동길 38,애월읍,10,48.5,4.85,0.241522946,33.4857824,126.3925353,정좌표
100,유수암별장미락,한식,"제주특별자치도 제주시 애월읍 유수암평화길 170, 1층",애월읍,2,8,4,0,33.4288308,126.4087735,정좌표
101,몬스터살롱,패스트푸드,"제주특별자치도 제주시 애월읍 일주서로 6017, 1층",애월읍,10,43,4.3,1.032795559,33.4482531,126.3072817,정좌표
102,연화키친,한식,"제주특별자치도 제주시 애월읍 상가로 51, 1층",애월읍,9,40.5,4.5,0.790569415,33.4490813,126.3462983,정좌표
103,심바카레,한식,"제주특별자치도 제주시 애월읍 금성5길 44-16, 1층",애월읍,194,891.5,4.595360825,0.604327334,33.4482312,126.302319,정좌표
104,중엄집밥처럼,한식,"제주특별자치도 제주시 애월읍 일주서로 6755, 나동 1층",애월읍,12,51,4.25,1.118033989,33.4737148,126.3735697,정좌표
105,꿈낭,한식,"제주특별자치도 제주시 애월읍 유수암평화5길 32, A동 1층",애월읍,9,38.5,4.277777778,0.971825316,33.424382,126.4051687,정좌표
106,베트남쌀국수,"외국음식전문점(인도,태국등)","제주특별자치도 제주시 애월읍 광령중길 133-2, 1층",애월읍,23,108.5,4.717391304,0.447875971,33.4538948,126.4351433,정좌표
107,한수위,한식,"제주특별자치도 제주시 애월읍 하광로 540-66, 1층",애월읍,52,243,4.673076923,0.827733827,33.4411527,126.4288763,정좌표
108,씨사이드애월하귀점,기타,"제주특별자치도 제주시 애월읍 하귀14길 5-3, 1층",애월읍,88,421,4.784090909,0.447184388,33.4850161,126.4077531,정좌표
109,볼륨1603,기타,"제주특별자치도 제주시 애월읍 일주서로 7087-14, 1층",애월읍,25,118,4.72,0.480451177,33.4842288,126.4064775,정좌표
110,장전고을,한식,"제주특별자치도 제주시 애월읍 중산간서로 6010, 1층",애월읍,5,20.5,4.1,2.01246118,33.4470046,126.3747347,정좌표
111,소랑국수,한식,"제주특별자치도 제주시 애월읍 애월로1길 24-5, 1층",애월읍,70,239,3.414285714,1.691777704,33.4624642,126.3102678,정좌표
112,곽지곤지암해장국,한식,"제주특별자치도 제주시 애월읍 곽지1길 4, 1층",애월읍,37,157.5,4.256756757,0.902324326,33.4466795,126.3052733,정좌표
113,로맨틱새우,기타,"제주특별자치도 제주시 애월읍 곽지1길 12-12, 1층 103호 (곽지어촌계펜션)",애월읍,1176,5658,4.81122449,0.548570162,33.4480612,126.3055099,정좌표
114,코코리파이프,기타,"제주특별자치도 제주시 애월읍 하귀6길 22, 1층",애월읍,145,669.5,4.617241379,0.669301546,33.4887078,126.4145642,정좌표
115,어촌계회센타,한식,제주특별자치도 제주시 애월읍 애월포구동길 3,애월읍,12,53.5,4.458333333,0.810676859,33.4658162,126.3218897,정좌표
116,바다속고등어쌈밥,기타,제주특별자치도 제주시 애월읍 일주서로 7089,애월읍,478,2160,4.518828452,0.879930605,33.4842697,126.4068534,정좌표
117,곤밥보리밥,한식,"제주특별자치도 제주시 애월읍 애원로 70-2, 1층",애월읍,26,117,4.5,0.692820323,33.4431304,126.3385993,정좌표
118,곽지해녀의집,한식,제주특별자치도 제주시 애월읍 곽지11길 27,애월읍,111,443,3.990990991,1.279172286,33.4538292,126.3066334,정좌표
119,청아돈,한식,제주특별자치도 제주시 애월읍 애월로11길 14,애월읍,12,51.5,4.291666667,1.304856895,33.4636964,126.3180099,정좌표
120,초원도야지,기타,"제주특별자치도 제주시 애월읍 하소로 14, 1층",애월읍,12,51,4.25,1.339945725,33.4787068,126.3994104,정좌표
121,떡빙,한식,"제주특별자치도 제주시 애월읍 하귀동남3길 15-15, 1층",애월읍,1,4,4,,33.4849584,126.4155823,정좌표
122,제주김만복애월점,기타,"제주특별자치도 제주시 애월읍 애월해안로 255, 2층",애월읍,1001,4062.5,4.058441558,1.20034627,33.4782235,126.3665625,정좌표
123,야미부대찌게하귀점,한식,"제주특별자치도 제주시 애월읍 하귀동남3길 7, 1층",애월읍,16,70.5,4.40625,0.712244106,33.4835358,126.4131748,정좌표
124,하귀청마루,한식,제주특별자치도 제주시 애월읍 항몽로 71-1,애월읍,35,153.5,4.385714286,0.777304111,33.4775698,126.4089878,정좌표
125,잇칸시타,일식,"제주특별자치도 제주시 애월읍 신엄안2길 54-1, 1동 1층",애월읍,328,1490,4.542682927,0.814438586,33.4770905,126.3699554,정좌표
126,애월성,중국식,제주특별자치도 제주시 애월읍 애월로7길 2,애월읍,31,113,3.64516129,1.523119323,33.4647427,126.3197753,정좌표
127,홍스랜드,기타,제주특별자치도 제주시 애월읍 어음13길 25-45,애월읍,27,129,4.777777778,0.466849781,33.3981204,126.352168,정좌표
128,달빛제주,기타,"제주특별자치도 제주시 애월읍 애월해안로 929, 가동 2층",애월읍,67,307.5,4.589552239,0.673780453,33.4782235,126.3665625,정좌표
129,송이,한식,제주특별자치도 제주시 애월읍 곽지8길 12-1,애월읍,5,23.5,4.7,0.273861279,33.4487082,126.3086558,정좌표
130,청수냉면,한식,제주특별자치도 제주시 애월읍 하귀9길 12,애월읍,23,104.5,4.543478261,0.638055346,33.4871453,126.4093484,정좌표
131,모리노아루요,한식,"제주특별자치도 제주시 애월읍 하소로 769-58, 아동 1층",애월읍,67,254.5,3.798507463,1.448770904,33.418384,126.4001215,정좌표
132,호커센터,한식,제주특별자치도 제주시 애월읍 애월로11길 25-2,애월읍,559,2750.5,4.92039356,0.275028553,33.4669387,126.3203654,정좌표
133,해삼궁,한식,"제주특별자치도 제주시 애월읍 평화로 1976, 1층",애월읍,36,158.5,4.402777778,1.033851637,33.400203,126.3798207,정좌표
134,팩토리스토리,기타,"제주특별자치도 제주시 애월읍 일주서로 6083, 1층",애월읍,28,110.5,3.946428571,1.293425582,33.4547078,126.3083167,정좌표
135,성안식당,횟집,제주특별자치도 제주시 애월읍 애월로11길 5,애월읍,26,107.5,4.134615385,1.323311697,33.4647956,126.3201572,정좌표
136,애월등대집,한식,"제주특별자치도 제주시 애월읍 애월해안로 56, 1층",애월읍,18,89,4.944444444,0.161690417,33.4670965,126.3203656,정좌표
137,소길역,일식,"제주특별자치도 제주시 애월읍 소길2길 53, 1층",애월읍,110,525,4.772727273,0.721988728,33.4419011,126.370287,정좌표
138,리틀줄리,기타,"제주특별자치도 제주시 애월읍 곽지1길 9, 1층",애월읍,8,37,4.625,0.744023809,33.4469439,126.3046315,정좌표
139,광평도새기촌본점,식육(숯불구이),"제주특별자치도 제주시 애월읍 구엄동3길 64, 1층",애월읍,620,2941.5,4.744354839,0.75541154,33.4792685,126.3810461,정좌표
140,애월할망네,한식,"제주특별자치도 제주시 애월읍 중산간서로 5632, 1층",애월읍,27,111.5,4.12962963,1.173362956,33.4470046,126.3747347,정좌표
141,고래밥,한식,"제주특별자치도 제주시 애월읍 애월로 93-1, 1층",애월읍,14,65.5,4.678571429,0.575364194,33.4649048,126.3174412,정좌표
142,삼일해장국,한식,제주특별자치도 제주시 애월읍 하귀9길 14,애월읍,88,378,4.295454545,1.057638781,33.4826863,126.415916,정좌표
143,블라썸1407,기타,"제주특별자치도 제주시 애월읍 고하상로 103, 1층",애월읍,44,197.5,4.488636364,0.781238108,33.4569306,126.3475934,정좌표
144,애월회센터,횟집,"제주특별자치도 제주시 애월읍 신엄9길 72-11, 1층",애월읍,61,255.5,4.18852459,1.443848833,33.4773551,126.3683507,정좌표
145,퐁낭집,한식,"제주특별자치도 제주시 애월읍 유수암로 36, 1층",애월읍,6,28.5,4.75,0.418330013,33.4395837,126.4026069,정좌표
146,제주애월회관,식육(숯불구이),제주특별자치도 제주시 애월읍 애월로 38,애월읍,182,799.5,4.392857143,1.125202779,33.4655339,126.3203113,정좌표
147,낮갈치밤돼지,한식,"제주특별자치도 제주시 애월읍 신엄7길 9, 1층",애월읍,88,432.5,4.914772727,0.373101254,33.472592,126.3664905,정좌표
148,스시애월,일식,"제주특별자치도 제주시 애월읍 애월로9길 50-3, 1층",애월읍,140,634,4.528571429,0.870729927,33.4665125,126.3193173,정좌표
149,명리동식당애월점,한식,제주특별자치도 제주시 애월읍 애월해안로 384-8,애월읍,119,502.5,4.222689076,0.951576477,33.4728044,126.3494447,정좌표
150,에피소드,한식,"제주특별자치도 제주시 애월읍 하귀동남1길 19, 1층",애월읍,2,10,5,0,33.48518,126.4146088,정좌표
151,시루애월,기타,제주특별자치도 제주시 애월읍 하소로 449,애월읍,129,543.5,4.213178295,1.298700062,33.4426654,126.3918782,정좌표
152,고스트타운,뷔페식,제주특별자치도 제주시 애월읍 부룡수길 35-14,애월읍,145,560,3.862068966,1.212611333,33.4760526,126.3568775,정좌표
153,디딤팡,한식,"제주특별자치도 제주시 애월읍 장전로 63, 다동 1층",애월읍,1,5,5,,33.4619478,126.3295244,정좌표
154,애월바당국수,한식,"제주특별자치도 제주시 애월읍 애월해안로 34, 1층",애월읍,66,282,4.272727273,0.933075222,33.4782235,126.3665625,정좌표
155,그마니네,한식,제주특별자치도 제주시 애월읍 일주서로 7219,애월읍,112,516,4.607142857,0.876182782,33.4893844,126.4193291,정좌표
156,대호해물가든,한식,"제주특별자치도 제주시 애월읍 항몽로 134, 1~2층",애월읍,19,69,3.631578947,1.331687581,33.4725115,126.4090103,정좌표
157,고집78,기타,"제주특별자치도 제주시 애월읍 부룡수길 50, 1층",애월읍,12,57,4.75,0.337099931,33.4746076,126.3577962,정좌표
158,봉성식당,한식,"제주특별자치도 제주시 애월읍 봉성로 66, 1층",애월읍,180,821,4.561111111,0.737380907,33.4186696,126.3126809,정좌표
159,트라이브,한식,"제주특별자치도 제주시 애월읍 애월로 11, 제2동 1층",애월읍,198,933,4.712121212,0.592212187,33.4600513,126.3113009,정좌표
160,하귀밀면,한식,"제주특별자치도 제주시 애월읍 하광로 15, 1층",애월읍,21,92,4.380952381,1.203170415,33.4621944,126.4227085,정좌표
161,머구리,한식,"제주특별자치도 제주시 애월읍 가문동길 63, 1층",애월읍,16,65,4.0625,1.181453907,33.4875675,126.3912843,정좌표
162,큰맘할매순대국제주곽지점,한식,"제주특별자치도 제주시 애월읍 곽지1길 3, 1층 2호",애월읍,26,104,4,0.979795897,33.4462688,126.3048414,정좌표
163,다다의작은공간,한식,제주특별자치도 제주시 애월읍 광상로 528-1,애월읍,24,111.5,4.645833333,0.561038762,33.4414143,126.3779121,정좌표
164,맛있는밥집,한식,"제주특별자치도 제주시 애월읍 하광로 392, 1층 1호",애월읍,3,10,3.333333333,1.755942292,33.4621944,126.4227085,정좌표
165,회가서쪽에서뜨겠네,한식,"제주특별자치도 제주시 애월읍 애월로 12, 1층",애월읍,323,1541,4.770897833,0.654763813,33.4654486,126.3206426,정좌표
166,목수포차,기타,"제주특별자치도 제주시 애월읍 고내북동길 51-22, 1층",애월읍,25,120,4.8,0.478713554,33.4690303,126.3419283,정좌표
167,허황후김치찜,한식,"제주특별자치도 제주시 애월읍 해암이길 186, 1층",애월읍,1,4,4,,33.4202883,126.3328561,정좌표
168,애월해송수산물회센타,횟집,"제주특별자치도 제주시 애월읍 애월로11길 23, 1층",애월읍,240,990,4.125,1.494410786,33.4663286,126.3205148,정좌표
169,애월하와이,기타,"제주특별자치도 제주시 애월읍 신엄안3길 99, 1층",애월읍,4,18,4.5,0.707106781,33.4736903,126.3608227,정좌표
170,하미,기타,"제주특별자치도 제주시 애월읍 애월북서길 54, 1층",애월읍,565,2239,3.962831858,1.490346876,33.4662251,126.3107458,정좌표
171,어음밥집,기타,"제주특별자치도 제주시 애월읍 어림비로 393-1, 1층",애월읍,6,28,4.666666667,0.816496581,33.4020841,126.3392178,정좌표
172,모아나디쉬,기타,"제주특별자치도 제주시 애월읍 일주서로 7087-12, 1층",애월읍,587,2728.5,4.648211244,0.736199101,33.4847224,126.4063706,정좌표
173,애월후식,기타,"제주특별자치도 제주시 애월읍 납읍로 21, 1층",애월읍,72,341.5,4.743055556,0.644549496,33.4389732,126.3302631,정좌표
174,스시아리엔,기타,"제주특별자치도 제주시 애월읍 하귀동남3길 4, 1층",애월읍,18,84.5,4.694444444,0.957000352,33.4849584,126.4155823,정좌표
175,제주이와이,기타,"제주특별자치도 제주시 애월읍 하귀로 4, 1층",애월읍,23,112,4.869565217,0.375904706,33.4805276,126.4021784,정좌표
176,우굼,기타,"제주특별자치도 제주시 애월읍 하소로 611-42, 1층",애월읍,102,443.5,4.348039216,1.244371915,33.4294575,126.3992538,정좌표
177,황제중화요리,기타,"제주특별자치도 제주시 애월읍 광령5길 6, 1층",애월읍,10,39,3.9,1.349897115,33.460949,126.4358571,정좌표
178,레이니데이,기타,"제주특별자치도 제주시 애월읍 중산간서로 5384, 1층",애월읍,4,20,5,0,33.4308629,126.3202436,정좌표
179,곽지뽕끌락,한식,"제주특별자치도 제주시 애월읍 일주서로 6001, 1층",애월읍,5,22,4.4,1.083974169,33.466277,126.3511114,정좌표
180,봉구식탁,경양식,"제주특별자치도 제주시 애월읍 유수암평화길 14-3, 1층",애월읍,66,316.5,4.795454545,0.561435473,33.4410845,126.4027191,정좌표
181,통큰코다리하귀점,한식,"제주특별자치도 제주시 애월읍 하귀9길 19, 1층",애월읍,6,25.5,4.25,0.418330013,33.4826863,126.415916,정좌표
182,명랑부대찌개,한식,"제주특별자치도 제주시 애월읍 애월로11길 3, 1층",애월읍,21,97.5,4.642857143,0.451188906,33.4646882,126.3202765,정좌표
183,레그돌,경양식,"제주특별자치도 제주시 애월읍 곽지9길 23, 2층",애월읍,15,64.5,4.3,1.250714082,33.444932,126.326157,정좌표
184,다운타우너제주애월,경양식,"제주특별자치도 제주시 애월읍 애월로1길 24-9, 1동 1~2층",애월읍,807,3629.5,4.497521685,0.810519427,33.4632492,126.3097944,정좌표
185,제주달,일식,제주특별자치도 제주시 애월읍 가문동길 27-8,애월읍,8,35.5,4.4375,1.050085031,33.4847109,126.3928445,정좌표
186,조식,경양식,"제주특별자치도 제주시 애월읍 어림비로 272, 1층",애월읍,34,165,4.852941176,0.435705832,33.4108548,126.330805,정좌표
187,보말이네,한식,"제주특별자치도 제주시 애월읍 유수암평화5길 51, 가동 1층",애월읍,116,551,4.75,0.634171832,33.424382,126.4051687,정좌표
188,라이진,중국식,"제주특별자치도 제주시 애월읍 하광로 463-1, 1층",애월읍,27,134,4.962962963,0.133440128,33.4498906,126.4290876,정좌표
189,빅,한식,"제주특별자치도 제주시 애월읍 하귀로23길 1, 1층",애월읍,1,5,5,,33.4801321,126.4029022,정좌표
190,혁이네식당,기타,"제주특별자치도 제주시 애월읍 광령남3길 9, 1층",애월읍,16,73,4.5625,0.602079729,33.4505474,126.4319823,정좌표
191,상하이,기타,"제주특별자치도 제주시 애월읍 유수암서길 22, 1층",애월읍,13,55,4.230769231,0.904050713,33.429504,126.3944844,정좌표
192,정가네,한식,제주특별자치도 서귀포시 안덕면 소기왓로 7,안덕면,3,13.5,4.5,0.5,33.235672,126.3676591,정좌표
193,양자강,중국식,"제주특별자치도 서귀포시 안덕면 화순중앙로54번길 10, 2층",안덕면,26,113,4.346153846,0.68948141,33.2473678,126.3349284,정좌표
194,어멍국수,한식,제주특별자치도 서귀포시 안덕면 화순로 101,안덕면,6,28,4.666666667,0.40824829,33.2465587,126.335771,정좌표
195,서광우리집식당,한식,제주특별자치도 서귀포시 안덕면 녹차분재로59번길 8,안덕면,29,141,4.862068966,0.498149284,33.2905253,126.3006556,정좌표
196,바당칼국수,한식,제주특별자치도 서귀포시 안덕면 형제해안로 22,안덕면,77,319.5,4.149350649,1.085384164,33.2279732,126.3042898,정좌표
197,난드르깡통구이,한식,제주특별자치도 서귀포시 안덕면 대평감산로 14,안덕면,73,321,4.397260274,0.885684387,33.2361322,126.3670047,정좌표
198,산드레,기타,제주특별자치도 서귀포시 안덕면 녹차분재로 193,안덕면,15,56.5,3.766666667,1.293757908,33.2923161,126.2996588,정좌표
199,마린68,한식,제주특별자치도 서귀포시 안덕면 사계남로 197,안덕면,6,28.5,4.75,0.612372436,33.2308153,126.3083575,정좌표
200,까사디노아,경양식,제주특별자치도 서귀포시 안덕면 대평로 42,안덕면,92,378.5,4.114130435,1.275515972,33.2374039,126.3631949,정좌표
201,블루오션,기타,"제주특별자치도 서귀포시 안덕면 사계남로 102, 1,2층",안덕면,1,5,5,,33.230173,126.3018116,정좌표
202,페를로,경양식,"제주특별자치도 서귀포시 안덕면 덕수회관로74번길 33, 1층",안덕면,382,1721.5,4.506544503,0.872793263,33.2566272,126.3065103,정좌표
203,빽가한우불고기,한식,"제주특별자치도 서귀포시 안덕면 덕수회관로61번길 40, 1층",안덕면,38,171.5,4.513157895,1.193942154,33.2527415,126.3096582,정좌표
204,돈키호테,한식,"제주특별자치도 서귀포시 안덕면 화순로 82, 1층",안덕면,3,15,5,0,33.247413,126.3373621,정좌표
205,산방산우리동네,한식,제주특별자치도 서귀포시 안덕면 산방로 289,안덕면,47,223,4.744680851,0.839722654,33.2386241,126.3146142,정좌표
206,뼈해장순대해장돈풍년,한식,제주특별자치도 서귀포시 안덕면 사계남로21번길 13,안덕면,1,5,5,,33.2299383,126.2944628,정좌표
207,고할망네,한식,제주특별자치도 서귀포시 안덕면 사계남로 159-1,안덕면,39,183,4.692307692,0.494913398,33.2285158,126.3070598,정좌표
208,광성식당,한식,제주특별자치도 서귀포시 안덕면 화순해안로106번길 12,안덕면,53,245.5,4.632075472,0.803543495,33.2379287,126.3366308,정좌표
209,덕수아이흑돼지,한식,제주특별자치도 서귀포시 안덕면 덕수회관로 88,안덕면,32,149,4.65625,0.91965544,33.2546732,126.3078152,정좌표
210,서광로타리,한식,제주특별자치도 서귀포시 안덕면 화순서서로 492-9,안덕면,29,125.5,4.327586207,0.889179619,33.2859356,126.3031716,정좌표
211,쌍둥이기사식당,한식,제주특별자치도 서귀포시 안덕면 동광로 164,안덕면,3,12.5,4.166666667,0.288675135,33.3104382,126.3413657,정좌표
212,호가,중국식,제주특별자치도 서귀포시 안덕면 화순중앙로 64,안덕면,27,121.5,4.5,0.67936622,33.2464921,126.335916,정좌표
213,우와국수,한식,제주특별자치도 서귀포시 안덕면 한창로 146,안덕면,358,1688.5,4.716480447,0.776894568,33.2903783,126.3538589,정좌표
214,알동네집화순점,한식,"제주특별자치도 서귀포시 안덕면 화순로 6, 1층",안덕면,436,2101.5,4.819954128,0.515543233,33.2459446,126.3313846,정좌표
215,카멜리아힐피크닉,경양식,"제주특별자치도 서귀포시 안덕면 병악로 166, 1층,2층",안덕면,46,193.5,4.206521739,0.727064776,33.2901143,126.3684044,정좌표
216,원앤온리,경양식,제주특별자치도 서귀포시 안덕면 산방로 141,안덕면,2344,9792,4.177474403,1.019793575,33.23923,126.3192943,정좌표
217,뷰스트,경양식,"제주특별자치도 서귀포시 안덕면 형제해안로 30, 지하1층, 1~3층",안덕면,542,2412.5,4.451107011,0.744610129,33.231847,126.314641,정좌표
218,화순산방산올레,한식,제주특별자치도 서귀포시 안덕면 화순로 135,안덕면,3,14.5,4.833333333,0.288675135,33.24625,126.3319099,정좌표
219,올레길회센타,일식,"제주특별자치도 서귀포시 안덕면 화순재남로 5, 1층 102호",안덕면,29,139.5,4.810344828,0.431231482,33.2467315,126.3319769,정좌표
220,순천미향제주산방산본점,한식,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-73,안덕면,641,3060.5,4.774570983,0.596441933,33.2356687,126.3125597,정좌표
221,홀가분키친,한식,제주특별자치도 서귀포시 안덕면 창천중앙로 53-18,안덕면,3,13,4.333333333,1.154700538,33.2674847,126.3678412,정좌표
222,마노르블랑,한식,"제주특별자치도 서귀포시 안덕면 일주서로2100번길 46, 1층",안덕면,824,3462.5,4.202063107,1.040846518,33.2542427,126.2946508,정좌표
223,서광춘희,한식,제주특별자치도 서귀포시 안덕면 화순서동로 367,안덕면,85,376.5,4.429411765,0.817053873,33.2833393,126.3316897,정좌표
224,올레마당,한식,제주특별자치도 서귀포시 안덕면 사계남로 224,안덕면,1081,5183,4.794634598,0.518999109,33.2331477,126.3088244,정좌표
225,외갓집아구찜,한식,"제주특별자치도 서귀포시 안덕면 병악로 28, 1층",안덕면,12,49,4.083333333,1.42754292,33.2889938,126.3701172,정좌표
226,돗통,한식,제주특별자치도 서귀포시 안덕면 사계북로41번길 189,안덕면,115,500,4.347826087,1.170121288,33.2450192,126.2983614,정좌표
227,새물국수,기타,제주특별자치도 서귀포시 안덕면 화순해안로 63,안덕면,146,711,4.869863014,0.376255574,33.2412161,126.3336256,정좌표
228,돈아돈아숯불구이,한식,제주특별자치도 서귀포시 안덕면 화순로 87,안덕면,1,3.5,3.5,,33.2467704,126.3371704,정좌표
229,서귀포시축협축산물플라자한우전문식당,식육(숯불구이),제주특별자치도 서귀포시 안덕면 중산간서로 1914-3,안덕면,55,217.5,3.954545455,1.354938591,33.2904786,126.3183659,정좌표
230,초이,중국식,"제주특별자치도 서귀포시 안덕면 덕수서로 7, 1층",안덕면,67,304,4.537313433,0.789675004,33.2544207,126.3036015,정좌표
231,코소롱,기타,"제주특별자치도 서귀포시 대정읍 에듀시티로 148, 1층 103호 (삼정지에듀상가)",대정읍,10,50,5,0,33.279669,126.2771757,정좌표
232,자금성,중국식,제주특별자치도 서귀포시 대정읍 상모로 318,대정읍,67,299.5,4.470149254,0.768117519,33.222679,126.2555098,정좌표
233,보말이야기,한식,제주특별자치도 서귀포시 대정읍 도원로 7,대정읍,23,101,4.391304348,0.5830274,33.2767255,126.1714121,정좌표
234,홍돈,한식,제주특별자치도 서귀포시 대정읍 노을해안로 104,대정읍,599,2838.5,4.738731219,0.666144294,33.2437635,126.2179824,정좌표
235,오젠,일식,제주특별자치도 서귀포시 대정읍 송악관광로177번길 253,대정읍,3,12,4,1.732050808,33.2135659,126.2929992,정좌표
236,캔버스,경양식,"제주특별자치도 서귀포시 대정읍 영어도시로 67, 1층",대정읍,12,55.5,4.625,0.48265365,33.2798179,126.2737676,정좌표
237,정원야간회센타,기타,제주특별자치도 서귀포시 대정읍 하모상가로 34-3,대정읍,4,18,4.5,0.577350269,33.2213786,126.2525955,정좌표
238,산동산,한식,제주특별자치도 서귀포시 대정읍 중산간서로 2660,대정읍,3,14.5,4.833333333,0.288675135,33.267345,126.2550138,정좌표
239,가파도용궁정식,한식,제주특별자치도 서귀포시 대정읍 가파로67번길 7,대정읍,84,345.5,4.113095238,1.128361619,33.1663761,126.2730014,정좌표
240,트라몬토제주모슬포본점,경양식,제주특별자치도 서귀포시 대정읍 하모항구로 38,대정읍,646,3172,4.910216718,0.404993195,33.2174692,126.2498802,정좌표
241,모슬포회센터,경양식,"제주특별자치도 서귀포시 대정읍 하모항구로 56-1, 1층",대정읍,9,43.5,4.833333333,0.353553391,33.2184108,126.2508719,정좌표
242,박김식당,뷔페식,"제주특별자치도 서귀포시 대정읍 영락중동로 30, 1층",대정읍,23,111,4.826086957,0.535314174,33.2588613,126.2117715,정좌표
243,전철우고향랭면,한식,"제주특별자치도 서귀포시 대정읍 형제해안로 316, 1층",대정읍,38,156.5,4.118421053,1.307122952,33.2071934,126.2903538,정좌표
244,해주소반,한식,"제주특별자치도 서귀포시 대정읍 글로벌에듀로 370, 105,106호",대정읍,126,584,4.634920635,0.899805976,33.2268151,126.2522254,정좌표
245,하모리밥,한식,제주특별자치도 서귀포시 대정읍 최남단해안로125번길 42,대정읍,31,134,4.322580645,0.917863344,33.2134742,126.2617634,정좌표
246,낭꾸러기,한식,제주특별자치도 서귀포시 대정읍 가파로 233,대정읍,14,67,4.785714286,0.468807231,33.1710594,126.2731193,정좌표
