,사업장명,업종구분대분류,업종구분소분류,소재지전체주소,naver_map_url
974,조조모모,일반음식점,일식,제주특별자치도 서귀포시 안덕면 창천리 812-1번지 ,https://pcmap.place.naver.com/restaurant/210089608/review/visitor#
976,오르바,일반음식점,경양식,"제주특별자치도 서귀포시 보목동 274-9번지 1,2층 ",https://pcmap.place.naver.com/restaurant/1499205225/review/visitor#
978,덤포,일반음식점,중국식,제주특별자치도 서귀포시 대정읍 상모리 3854-5번지 ,https://pcmap.place.naver.com/restaurant/1084513855/review/visitor#
980,탐복,일반음식점,한식,제주특별자치도 서귀포시 법환동 161-4번지 ,https://pcmap.place.naver.com/restaurant/1192210574/review/visitor#
985,대정끗집,일반음식점,한식,제주특별자치도 서귀포시 대정읍 영락리 1335-1번지 ,https://pcmap.place.naver.com/restaurant/1579516861/review/visitor#
986,팽이,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선리 634-4 1층 ,https://pcmap.place.naver.com/restaurant/1881627447/review/visitor#
993,취향의섬,일반음식점,한식,제주특별자치도 서귀포시 남원읍 위미리 49-4번지 ,https://pcmap.place.naver.com/restaurant/1694312549/review/visitor#
996,카페록산느,일반음식점,경양식,제주특별자치도 서귀포시 서홍동 445-32번지 ,https://pcmap.place.naver.com/restaurant/1712351665/review/visitor#
998,남쪽바람,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태흥리 1856-1 ,https://pcmap.place.naver.com/restaurant/1944082569/review/visitor#
999,몸냥식탁,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 중문동 2117-5번지 1층 ,https://pcmap.place.naver.com/restaurant/1354284057/review/visitor#
1000,황금돼지국밥,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 1568-9번지 ,https://pcmap.place.naver.com/restaurant/1226220306/review/visitor#
1003,서가짬뽕,일반음식점,중국식,"제주특별자치도 서귀포시 서귀동 301-3번지 , 중간 ",https://pcmap.place.naver.com/restaurant/1833868024/review/visitor#
1006,71포차,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 930-1 ,https://pcmap.place.naver.com/restaurant/1217752390/review/visitor#
1009,하루방순대앤막창,일반음식점,한식,제주특별자치도 서귀포시 남원읍 남원리 99-1번지 ,https://pcmap.place.naver.com/restaurant/1542786197/review/visitor#
1012,흑미가,일반음식점,한식,제주특별자치도 서귀포시 동홍동 62-1 ,https://pcmap.place.naver.com/restaurant/1109933559/review/visitor#
1015,삼원정본점,일반음식점,한식,제주특별자치도 서귀포시 색달동 2285-7번지 1층 ,https://pcmap.place.naver.com/restaurant/11595905/review/visitor#
1019,서대감흑돼지,일반음식점,한식,제주특별자치도 서귀포시 호근동 1297번지 ,https://pcmap.place.naver.com/restaurant/1823481368/review/visitor#
1021,가파도바다별장,일반음식점,한식,제주특별자치도 서귀포시 대정읍 가파리 206번지 ,https://pcmap.place.naver.com/restaurant/11559407/review/visitor#
1023,알리바이,일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 고성리 531번지 2호,https://pcmap.place.naver.com/restaurant/1142427487/review/visitor#
1027,삼덕고깃집,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태흥리 153-13번지 ,https://pcmap.place.naver.com/restaurant/1056333379/review/visitor#
1030,은찬이네카페,일반음식점,정종/대포집/소주방,"제주특별자치도 서귀포시 표선면 표선리 692 , 지하1층 ",https://pcmap.place.naver.com/restaurant/1757251872/review/visitor#
1031,즐거운아귀찜,일반음식점,한식,제주특별자치도 서귀포시 서귀동 303-3번지 ,https://pcmap.place.naver.com/restaurant/1148277632/review/visitor#
1033,수심1미터,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 남원읍 위미리 2869-1번지 1층 ,https://pcmap.place.naver.com/restaurant/1507765101/review/visitor#
1037,브라보비치,일반음식점,경양식,제주특별자치도 서귀포시 성산읍 시흥리 10 1층 ,https://pcmap.place.naver.com/restaurant/1195073144/review/visitor#
1038,정선옹심이,일반음식점,호프/통닭,제주특별자치도 서귀포시 중문동 2017-2 ,https://pcmap.place.naver.com/restaurant/1832727850/review/visitor#
1040,라라김밥,일반음식점,분식,제주특별자치도 서귀포시 안덕면 사계리 126-2번지 ,https://pcmap.place.naver.com/restaurant/1918624810/review/visitor#
1042,미향해장국플레이사계점,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 126-2 ,https://pcmap.place.naver.com/restaurant/1786272643/review/visitor#
1044,애나의숲브런치카페,일반음식점,경양식,제주특별자치도 서귀포시 서귀동 258-1 ,https://pcmap.place.naver.com/restaurant/1216179366/review/visitor#
1045,해남이네,일반음식점,한식,제주특별자치도 서귀포시 성산읍 고성리 1003-12 ,https://pcmap.place.naver.com/restaurant/1194211150/review/visitor#
1046,액트몬제주푸드박스,일반음식점,분식,제주특별자치도 서귀포시 중문동 2565 지1층 ,https://pcmap.place.naver.com/restaurant/1019694195/review/visitor#
1047,몬딱백숙,일반음식점,한식,제주특별자치도 서귀포시 토평동 1677-1 ,https://pcmap.place.naver.com/restaurant/1661514851/review/visitor#
1049,화고보리볏짚초벌구이신시가지,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 강정동 167-6 ,https://pcmap.place.naver.com/restaurant/1833570050/review/visitor#
1051,더꼬치다서귀포점,일반음식점,분식,제주특별자치도 서귀포시 동홍동 359-2 ,https://pcmap.place.naver.com/restaurant/1583410868/review/visitor#
1053,상하이예래점,일반음식점,중국식,제주특별자치도 서귀포시 하예동 1841-11 ,https://pcmap.place.naver.com/restaurant/36480246/review/visitor#
1055,서광마을국수,일반음식점,한식,제주특별자치도 서귀포시 안덕면 서광리 산 24 F004동 ,https://pcmap.place.naver.com/restaurant/1959085313/review/visitor#
1057,영은맛집,일반음식점,분식,제주특별자치도 서귀포시 법환동 217-5 ,https://pcmap.place.naver.com/restaurant/1827597272/review/visitor#
1058,어부촌,일반음식점,한식,제주특별자치도 서귀포시 서귀동 788-5 ,https://pcmap.place.naver.com/restaurant/1465670503/review/visitor#
1060,이공이시,일반음식점,일식,제주특별자치도 서귀포시 색달동 2822-2 ,https://pcmap.place.naver.com/restaurant/1852372643/review/visitor#
1062,하와이안비치카페,일반음식점,경양식,제주특별자치도 서귀포시 성산읍 고성리 559-17 ,https://pcmap.place.naver.com/restaurant/1022918000/review/visitor#
1066,영심이네화강발,일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 고성리 298-23 ,https://pcmap.place.naver.com/restaurant/1443420556/review/visitor#
1070,프리튀르,일반음식점,경양식,제주특별자치도 서귀포시 안덕면 서광리 274-9 ,https://pcmap.place.naver.com/restaurant/1442696627/review/visitor#
1071,가파도봄날에,일반음식점,호프/통닭,제주특별자치도 서귀포시 대정읍 가파리 463-1 ,https://pcmap.place.naver.com/restaurant/1780973176/review/visitor#
1074,놀부신서귀포점,일반음식점,한식,제주특별자치도 서귀포시 서호동 1443-10 ,https://pcmap.place.naver.com/restaurant/1989850676/review/visitor#
1075,비긴어게인,일반음식점,한식,제주특별자치도 서귀포시 서귀동 215-2 2층 ,https://pcmap.place.naver.com/restaurant/1726918750/review/visitor#
1076,형제마라탕,일반음식점,중국식,제주특별자치도 서귀포시 서호동 1551-10 ,https://pcmap.place.naver.com/restaurant/1925677096/review/visitor#
1078,엄마표밥상,일반음식점,한식,제주특별자치도 서귀포시 남원읍 남원리 91-18 1층 ,https://pcmap.place.naver.com/restaurant/1062211204/review/visitor#
1080,제미니국수,일반음식점,한식,제주특별자치도 서귀포시 하효동 995-6 ,https://pcmap.place.naver.com/restaurant/1206465600/review/visitor#
1081,백패커스홈,일반음식점,한식,제주특별자치도 서귀포시 서귀동 315-2 ,https://pcmap.place.naver.com/restaurant/34345716/review/visitor#
1087,하림이네두루치기,일반음식점,한식,제주특별자치도 서귀포시 도순동 787-1 1층 ,https://pcmap.place.naver.com/restaurant/1590315155/review/visitor#
1090,섬돈까스,일반음식점,일식,제주특별자치도 서귀포시 서호동 128 1층 ,https://pcmap.place.naver.com/restaurant/1185904346/review/visitor#
1092,쓰리국밥,일반음식점,한식,제주특별자치도 서귀포시 서귀동 289-23 ,https://pcmap.place.naver.com/restaurant/1337441505/review/visitor#
1097,매일올레돈,일반음식점,한식,제주특별자치도 서귀포시 서귀동 278-9 ,https://pcmap.place.naver.com/restaurant/1837987811/review/visitor#
1100,서핑캠퍼,일반음식점,정종/대포집/소주방,제주특별자치도 서귀포시 표선면 표선리 856 ,https://pcmap.place.naver.com/restaurant/1484320207/review/visitor#
1103,믿음직화플레이사계점,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 126-2 ,https://pcmap.place.naver.com/restaurant/1928780816/review/visitor#
1104,두마리찜닭두찜서귀포중문점,일반음식점,한식,제주특별자치도 서귀포시 대포동 790 ,https://pcmap.place.naver.com/restaurant/1422827452/review/visitor#
1106,뉴시마,일반음식점,일식,제주특별자치도 서귀포시 동홍동 437-4 ,https://pcmap.place.naver.com/restaurant/1795182573/review/visitor#
1107,티그래퍼,일반음식점,경양식,제주특별자치도 서귀포시 호근동 1788-2 ,https://pcmap.place.naver.com/restaurant/1968152788/review/visitor#
1110,카페갤럭시아,일반음식점,분식,"제주특별자치도 서귀포시 안덕면 사계리 126-1 1,2층 A동 105,206호",https://pcmap.place.naver.com/restaurant/1014021659/review/visitor#
1111,담모라면가,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 745 ,https://pcmap.place.naver.com/restaurant/1601824922/review/visitor#
1112,서진돈까스,일반음식점,경양식,제주특별자치도 서귀포시 성산읍 성산리 181-2 ,https://pcmap.place.naver.com/restaurant/1779265810/review/visitor#
1113,케이트카페&펍,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 안덕면 사계리 875 ,https://pcmap.place.naver.com/restaurant/1094345341/review/visitor#
1115,버닝치즈,일반음식점,경양식,제주특별자치도 서귀포시 안덕면 창천리 153-56 ,https://pcmap.place.naver.com/restaurant/1973687583/review/visitor#
1117,새로고침,일반음식점,경양식,제주특별자치도 서귀포시 성산읍 고성리 212-12 ,https://pcmap.place.naver.com/restaurant/1536415429/review/visitor#
1126,미미회관,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산리 392 제주 성산 리치유 클래시아 ,https://pcmap.place.naver.com/restaurant/1604847654/review/visitor#
1127,우리의세계,일반음식점,경양식,제주특별자치도 서귀포시 표선면 표선리 675 ,https://pcmap.place.naver.com/restaurant/1752994054/review/visitor#
1130,포가츠,일반음식점,일식,제주특별자치도 서귀포시 서귀동 587-35 ,https://pcmap.place.naver.com/restaurant/1614049758/review/visitor#
1132,돈블럭,일반음식점,한식,제주특별자치도 서귀포시 회수동 980 ,https://pcmap.place.naver.com/restaurant/1240633847/review/visitor#
1134,장근이네식당,일반음식점,한식,제주특별자치도 서귀포시 안덕면 화순리 1243-2 ,https://pcmap.place.naver.com/restaurant/1246195458/review/visitor#
1135,모슬포에서,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 822-6 ,https://pcmap.place.naver.com/restaurant/37168364/review/visitor#
1136,구팔(98),일반음식점,한식,제주특별자치도 서귀포시 대포동 830-1 ,https://pcmap.place.naver.com/restaurant/1070979103/review/visitor#
1137,수란식당,일반음식점,한식,제주특별자치도 서귀포시 남원읍 남원리 52-2 ,https://pcmap.place.naver.com/restaurant/1466372151/review/visitor#
1138,마토네,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 서홍동 2598 서강파인힐6차 ,https://pcmap.place.naver.com/restaurant/1982647096/review/visitor#
1141,불턱 버거클럽,일반음식점,한식,제주특별자치도 서귀포시 대포동 628-1 ,https://pcmap.place.naver.com/restaurant/1230056755/review/visitor#
1142,오태식해바라기치킨대정점,일반음식점,호프/통닭,제주특별자치도 서귀포시 대정읍 하모리 822-19 ,https://pcmap.place.naver.com/restaurant/1908003942/review/visitor#
1143,단백,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 성산읍 성산리 164-11 ,https://pcmap.place.naver.com/restaurant/1109402653/review/visitor#
1144,돈사빠,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 대정읍 보성리 465-14 ,https://pcmap.place.naver.com/restaurant/1803462566/review/visitor#
1146,빛노을,일반음식점,경양식,제주특별자치도 서귀포시 상예동 3578-3 ,https://pcmap.place.naver.com/restaurant/35837655/review/visitor#
1147,올레정안회센타,일반음식점,일식,제주특별자치도 서귀포시 강정동 927-1 ,https://pcmap.place.naver.com/restaurant/1601315816/review/visitor#
1148,우수수,일반음식점,호프/통닭,제주특별자치도 서귀포시 대정읍 신도리 2069-2 ,https://pcmap.place.naver.com/restaurant/1802950804/review/visitor#
