Column1,사업장명,사업장명add,업종구분대분류,업종구분소분류,주소,naver_map_url
195,비자향,비자향제주특별자치도 제주시 구좌읍 비자림로 2270,일반음식점,기타,제주특별자치도 제주시 구좌읍 비자림로 2270,
196,삼춘네정육식당,삼춘네정육식당제주특별자치도 제주시 화삼로1길 15,일반음식점,식육(숯불구이),제주특별자치도 제주시 화삼로1길 15,
197,더회전훠궈,더회전훠궈제주특별자치도 제주시 노연로 55,일반음식점,중국식,제주특별자치도 제주시 노연로 55,
198,앙뚜아네트용두암점,앙뚜아네트용두암점제주특별자치도 제주시 서해안로 671,일반음식점,기타,제주특별자치도 제주시 서해안로 671,
199,짝태앤노가리제주2호점,짝태앤노가리제주2호점제주특별자치도 제주시 원노형남1길 46,일반음식점,호프/통닭,제주특별자치도 제주시 원노형남1길 46,
200,세화바당,세화바당제주특별자치도 제주시 구좌읍 세화1길 7,일반음식점,기타,제주특별자치도 제주시 구좌읍 세화1길 7,
201,선술집기억,선술집기억제주특별자치도 제주시 전농로 75-1,일반음식점,경양식,제주특별자치도 제주시 전농로 75-1,
202,하효소머리국밥,하효소머리국밥제주특별자치도 제주시 인다4길 4,일반음식점,한식,제주특별자치도 제주시 인다4길 4,
203,맛깔참죽신제주점,맛깔참죽신제주점제주특별자치도 제주시 도령로 111,일반음식점,한식,제주특별자치도 제주시 도령로 111,
204,심심,심심제주특별자치도 제주시 신광로8길 24-1,일반음식점,기타,제주특별자치도 제주시 신광로8길 24-1,
205,우리사이,우리사이제주특별자치도 제주시 구좌읍 해맞이해안로 2232-30,일반음식점,기타,제주특별자치도 제주시 구좌읍 해맞이해안로 2232-30,
206,돌담통닭,돌담통닭제주특별자치도 제주시 구좌읍 해녀박물관길 33-1,일반음식점,기타,제주특별자치도 제주시 구좌읍 해녀박물관길 33-1,
207,카페결,카페결제주특별자치도 제주시 우도면 하고수길 64,일반음식점,경양식,제주특별자치도 제주시 우도면 하고수길 64,
208,땅땅치킨외도점,땅땅치킨외도점제주특별자치도 제주시 우정로 52,일반음식점,호프/통닭,제주특별자치도 제주시 우정로 52,
209,월정해변식당,월정해변식당제주특별자치도 제주시 구좌읍 월정1길 70-12,일반음식점,한식,제주특별자치도 제주시 구좌읍 월정1길 70-12,
210,옛날아우내순대,옛날아우내순대제주특별자치도 제주시 애월읍 애월해안로 960,일반음식점,한식,제주특별자치도 제주시 애월읍 애월해안로 960,
211,환상숲곶자왈공원,환상숲곶자왈공원제주특별자치도 제주시 한경면 녹차분재로 594-1,일반음식점,기타,제주특별자치도 제주시 한경면 녹차분재로 594-1,
212,용궁반점,용궁반점제주특별자치도 제주시 한림읍 한림남2길 27,일반음식점,중국식,제주특별자치도 제주시 한림읍 한림남2길 27,
213,미풍해장국일도베라체점,미풍해장국일도베라체점제주특별자치도 제주시 연신로 89,일반음식점,한식,제주특별자치도 제주시 연신로 89,
214,카페조아,카페조아제주특별자치도 제주시 연오로 39,일반음식점,기타,제주특별자치도 제주시 연오로 39,
215,보리수카페,보리수카페제주특별자치도 제주시 동문로 31,일반음식점,한식,제주특별자치도 제주시 동문로 31,
216,카페보리다,카페보리다제주특별자치도 제주시 오복1길 17,일반음식점,경양식,제주특별자치도 제주시 오복1길 17,
217,에머이제주점,에머이제주점제주특별자치도 제주시 인다3길 8-2,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 제주시 인다3길 8-2,
218,삼생이심야식당,삼생이심야식당제주특별자치도 제주시 남성로 99,일반음식점,기타,제주특별자치도 제주시 남성로 99,
219,우도돌담집,우도돌담집제주특별자치도 제주시 우도면 우도해안길 472,일반음식점,분식,제주특별자치도 제주시 우도면 우도해안길 472,
220,월령작야,월령작야제주특별자치도 제주시 한림읍 월령3길 39-5,일반음식점,일식,제주특별자치도 제주시 한림읍 월령3길 39-5,
221,대독장제주본점,대독장제주본점제주특별자치도 제주시 연북로 212,일반음식점,기타,제주특별자치도 제주시 연북로 212,
222,우아한끼,우아한끼제주특별자치도 제주시 신성로13길 22,일반음식점,기타,제주특별자치도 제주시 신성로13길 22,
223,벵에랑,벵에랑제주특별자치도 제주시 한림읍 한림서길 22,일반음식점,기타,제주특별자치도 제주시 한림읍 한림서길 22,
224,조천끗집,조천끗집제주특별자치도 제주시 조천읍 조함해안로 59-2,일반음식점,기타,제주특별자치도 제주시 조천읍 조함해안로 59-2,
225,쟁반정식연화,쟁반정식연화제주특별자치도 제주시 한경면 중산간서로 3678,일반음식점,기타,제주특별자치도 제주시 한경면 중산간서로 3678,
226,대구뽈찜앤코다리찜전문점,대구뽈찜앤코다리찜전문점제주특별자치도 제주시 한경면 녹차분재로 624,일반음식점,기타,제주특별자치도 제주시 한경면 녹차분재로 624,
227,더로그,더로그제주특별자치도 제주시 산천단동3길 26,일반음식점,기타,제주특별자치도 제주시 산천단동3길 26,
228,오태식해바라기치킨노형한라대점,오태식해바라기치킨노형한라대점제주특별자치도 제주시 한라대학로 81,일반음식점,기타,제주특별자치도 제주시 한라대학로 81,
229,미혜네,미혜네제주특별자치도 제주시 원노형6길 11-5,일반음식점,기타,제주특별자치도 제주시 원노형6길 11-5,
230,소북경,소북경제주특별자치도 제주시 원노형로 54,일반음식점,중국식,제주특별자치도 제주시 원노형로 54,
231,도련한우식육식당,도련한우식육식당제주특별자치도 제주시 삼봉로 211,일반음식점,기타,제주특별자치도 제주시 삼봉로 211,
232,메종메종,메종메종제주특별자치도 제주시 애월읍 고하상로 15-1,일반음식점,기타,제주특별자치도 제주시 애월읍 고하상로 15-1,
233,제주밥상살레,제주밥상살레제주특별자치도 제주시 한림읍 금능4길 14-1,일반음식점,한식,제주특별자치도 제주시 한림읍 금능4길 14-1,
234,오빠네해물라면,오빠네해물라면제주특별자치도 제주시 한림읍 한림로 475,일반음식점,분식,제주특별자치도 제주시 한림읍 한림로 475,
235,빛남,빛남제주특별자치도 제주시 한림읍 한림로 485-4,일반음식점,기타,제주특별자치도 제주시 한림읍 한림로 485-4,
236,주민상회애월점,주민상회애월점제주특별자치도 제주시 애월읍 애원로 5,일반음식점,호프/통닭,제주특별자치도 제주시 애월읍 애원로 5,
237,펍아지트,펍아지트제주특별자치도 제주시 조천읍 신북로 643,일반음식점,기타,제주특별자치도 제주시 조천읍 신북로 643,
238,천하수,천하수제주특별자치도 제주시 애월읍 유수암평화길 80-2,일반음식점,한식,제주특별자치도 제주시 애월읍 유수암평화길 80-2,
239,레드향샤브샤브,레드향샤브샤브제주특별자치도 제주시 한경면 녹차분재로 564,일반음식점,한식,제주특별자치도 제주시 한경면 녹차분재로 564,
240,인디언썸머,인디언썸머제주특별자치도 제주시 애월읍 애월로4길 9,일반음식점,경양식,제주특별자치도 제주시 애월읍 애월로4길 9,
241,로스트앤헤븐,로스트앤헤븐제주특별자치도 제주시 테우해안로 162,일반음식점,기타,제주특별자치도 제주시 테우해안로 162,
242,고향향토장터,고향향토장터제주특별자치도 제주시 추자면 추자로 576,일반음식점,한식,제주특별자치도 제주시 추자면 추자로 576,
243,헬렌앤마리,헬렌앤마리제주특별자치도 제주시 관덕로8길 11,일반음식점,기타,제주특별자치도 제주시 관덕로8길 11,
244,메종글래드제주부처,메종글래드제주부처제주특별자치도 제주시 노연로 80,일반음식점,한식,제주특별자치도 제주시 노연로 80,
245,왓어파라다이스,왓어파라다이스제주특별자치도 제주시 우도면 삼양고수물길 75,일반음식점,경양식,제주특별자치도 제주시 우도면 삼양고수물길 75,
246,토대력스마일점,토대력스마일점제주특별자치도 제주시 서광로 264,일반음식점,호프/통닭,제주특별자치도 제주시 서광로 264,
247,협재머겅가게,협재머겅가게제주특별자치도 제주시 한림읍 한림로 349-1,일반음식점,기타,제주특별자치도 제주시 한림읍 한림로 349-1,
248,만당회센터,만당회센터제주특별자치도 제주시 서광로 219,일반음식점,기타,제주특별자치도 제주시 서광로 219,
249,이자카야이루리,이자카야이루리제주특별자치도 제주시 한라대학로 17,일반음식점,호프/통닭,제주특별자치도 제주시 한라대학로 17,
250,족발야시장노형점,족발야시장노형점제주특별자치도 제주시 다랑곶1길 9,일반음식점,한식,제주특별자치도 제주시 다랑곶1길 9,
251,동귀리갈칫집,동귀리갈칫집제주특별자치도 제주시 월랑로 83,일반음식점,한식,제주특별자치도 제주시 월랑로 83,
252,마라하오구제주점,마라하오구제주점제주특별자치도 제주시 광양6길 2,일반음식점,한식,제주특별자치도 제주시 광양6길 2,
253,서프라이즈,서프라이즈제주특별자치도 제주시 조천읍 남조로 2243,일반음식점,한식,제주특별자치도 제주시 조천읍 남조로 2243,
254,런던다락,런던다락제주특별자치도 제주시 한림읍 한림로 335,일반음식점,한식,제주특별자치도 제주시 한림읍 한림로 335,
255,우도로93,우도로93제주특별자치도 제주시 우도면 우도로 93,일반음식점,한식,제주특별자치도 제주시 우도면 우도로 93,
256,약산흑염소가든,약산흑염소가든제주특별자치도 제주시 대동길 2,일반음식점,한식,제주특별자치도 제주시 대동길 2,
257,모닥치기아라,모닥치기아라제주특별자치도 제주시 인다9길 8,일반음식점,기타,제주특별자치도 제주시 인다9길 8,
258,제주돼학교,제주돼학교제주특별자치도 제주시 신설로9길 48,일반음식점,기타,제주특별자치도 제주시 신설로9길 48,
259,코끼리휴게소점빵,코끼리휴게소점빵제주특별자치도 제주시 흥운길 73,일반음식점,분식,제주특별자치도 제주시 흥운길 73,
260,홀릭,홀릭제주특별자치도 제주시 원남6길 58,일반음식점,기타,제주특별자치도 제주시 원남6길 58,
261,협재술집김씨술생활,협재술집김씨술생활제주특별자치도 제주시 한림읍 한림로 406,일반음식점,일식,제주특별자치도 제주시 한림읍 한림로 406,
262,족발야시장일도점,족발야시장일도점제주특별자치도 제주시 고마로 145,일반음식점,식육(숯불구이),제주특별자치도 제주시 고마로 145,
263,명호,명호제주특별자치도 제주시 신대로12길 15,일반음식점,기타,제주특별자치도 제주시 신대로12길 15,
264,김녕에사는김영훈,김녕에사는김영훈제주특별자치도 제주시 구좌읍 김녕로6길 2,일반음식점,기타,제주특별자치도 제주시 구좌읍 김녕로6길 2,
265,카페책자국,카페책자국제주특별자치도 제주시 구좌읍 종달로1길 117,일반음식점,기타,제주특별자치도 제주시 구좌읍 종달로1길 117,
