Column1,name,address
1538199,제주돼학교,"제주특별자치도 제주시 신설로9길 48, 1층 (이도이동)"
1538206,족발야시장일도점,"제주특별자치도 제주시 고마로 145, 1층 (일도이동)"
1538221,명호,"제주특별자치도 제주시 신대로12길 15, 1층 (연동)"
1539109,대나무집,"제주특별자치도 제주시 정존1길 2, 1층 (노형동)"
1539901,카페분식이다,"제주특별자치도 제주시 구남로2길 25, 1층 (이도이동)"
1539902,달꿈국수,"제주특별자치도 제주시 서해안로 468-4, 1층 (용담삼동)"
1539977,역전할머니맥주연동점,"제주특별자치도 제주시 노연로 108, 1층 (연동)"
1540015,남이네육개장,"제주특별자치도 제주시 서사로 62, 1층 (삼도일동)"
1540018,카페소소한,"제주특별자치도 제주시 서흘길 40, 1층 (삼양일동)"
1540026,한이장식당,"제주특별자치도 제주시 조천읍 중산간동로 667, 1층"
1540042,고향모밀촌,"제주특별자치도 제주시 일주동로 358, 1층 (삼양이동)"
1540082,오오야마,"제주특별자치도 제주시 광양13길 6-1, 1층 (이도이동)"
1540218,곱창이야기연동점,"제주특별자치도 제주시 신대로14길 43, 1층 (연동)"
1540240,외도장수보리밥집,"제주특별자치도 제주시 우정로13길 12, 1층 (외도일동)"
1540253,근고기세상,"제주특별자치도 제주시 동문로4길 9, 동문공설시장, 동문공영주차장 1층 (일도일동)"
1542386,진미돼지국밥,"제주특별자치도 제주시 조천읍 신북로 632, 1층"
1542486,호식이두마리치킨삼화점,"제주특별자치도 제주시 일주동로 340, 백양빌딩 1층 (삼양이동)"
1542493,청춘두루치기,"제주특별자치도 제주시 정존1길 25, 1층 (노형동)"
1542511,공생,"제주특별자치도 제주시 천수동로2길 23, 1층 (일도이동)"
1542525,백일흑야,"제주특별자치도 제주시 산천단동3길 26, 1층 (아라일동)"
1542587,고깃소리,"제주특별자치도 제주시 서흘1길 56, 1,2층 (삼양일동)"
1542643,소소락,"제주특별자치도 제주시 광평서길 14, 1층 (노형동)"
1542644,구어라조연탄,"제주특별자치도 제주시 서광로32길 28, 1층 (이도이동)"
1542660,돌코롬마켓,"제주특별자치도 제주시 동문로4길 14, 1층 (일도일동)"
1542820,낭뿌리식당,"제주특별자치도 제주시 수덕9길 82, 1층 (노형동)"
1542828,가은해장국,"제주특별자치도 제주시 성신로1길 21, 1층 (연동)"
1542830,작은집,"제주특별자치도 제주시 정존5길 35, 1층 102호 (노형동, 건국빌라)"
1542832,제주한우앤돈본점,"제주특별자치도 제주시 오라로 50, 1층 (오라삼동)"
1542840,넝쿨하눌연동,"제주특별자치도 제주시 신대로7길 17, 1층 (연동)"
1542866,아라리옛날삼겹살,"제주특별자치도 제주시 인다3길 8, 1층 (아라일동)"
1542870,일품순두부터미널점,"제주특별자치도 제주시 서광로 167, 아리랑빌딩 1층 (용담일동)"
1542962,한일내장탕연북로점,"제주특별자치도 제주시 남광로2길 86, 1층 (이도이동)"
1542982,피스풀제주,"제주특별자치도 제주시 진군3길 22, 대명주택 1층 (노형동)"
1543002,미풍해장국봉개점,"제주특별자치도 제주시 번영로 420, 1층 (봉개동)"
1543008,시장초밥,"제주특별자치도 제주시 우령6길 3-17, 1층 (외도일동)"
1543033,수목이네,"제주특별자치도 제주시 연오로 6, 1층 (연동)"
1543036,괸당집도남점,"제주특별자치도 제주시 도남로 26, 1층 (도남동)"
1543059,스트릿16,"제주특별자치도 제주시 용두암길 16, 1층 (용담이동)"
1543110,전골명가,"제주특별자치도 제주시 남성로 41, 1층 3호 (용담일동)"
1543112,주주키친,"제주특별자치도 제주시 조천읍 함덕8길 2, 1층"
1543210,무한조개야,"제주특별자치도 제주시 다랑곶2길 4, 1층 (노형동)"
1543224,와봅서,"제주특별자치도 제주시 고마로14길 11, 1층 (일도이동)"
1543228,이졸라베르데,"제주특별자치도 제주시 노형8길 14, 1~3층 (노형동)"
1543286,명륜진사갈비삼화점,"제주특별자치도 제주시 화삼로1길 18, 2층 (화북일동)"
1543351,사라보쌈족발신제주점,"제주특별자치도 제주시 삼무로 72, 1층 (연동)"
1543355,큰부엌,"제주특별자치도 제주시 우령8길 42, 1층 (외도일동)"
1543359,연이네,"제주특별자치도 제주시 우도면 우도해안길 662-1, 1층"
1544463,제이학센,"제주특별자치도 제주시 서해안로 232, 1층 (도두일동)"
